Timestamp,Concentration of Active Ingredient,Pressure,pH Level
2025-02-26 17:41:13,0.55,3.56,7.25
2025-02-26 17:51:13,0.5700000000000001,3.66,7.27
2025-02-26 18:01:13,0.6100000000000001,3.75,7.29
2025-02-26 18:11:13,0.6400000000000001,3.83,7.31
2025-02-26 18:21:13,0.6500000000000001,3.89,7.33
2025-02-26 18:31:13,0.6800000000000002,3.94,7.35
2025-02-26 18:41:13,0.7100000000000002,3.97,7.37
2025-02-26 18:51:13,0.7400000000000002,3.99,7.38
2025-02-26 19:01:13,0.7900000000000003,4.0,7.4
2025-02-26 19:11:13,0.8400000000000003,3.99,7.41
2025-02-26 19:21:13,0.8700000000000003,3.97,7.43
2025-02-26 19:31:13,0.9100000000000004,3.93,7.44
2025-02-26 19:41:13,0.9400000000000004,3.87,7.45
2025-02-26 19:51:13,0.9700000000000004,3.81,7.46
2025-02-26 20:01:13,1.0000000000000004,3.73,7.47
2025-02-26 20:11:13,1.0400000000000005,3.63,7.48
2025-02-26 20:21:13,1.0700000000000005,3.53,7.48
2025-02-26 20:31:13,1.1100000000000005,3.42,7.49
2025-02-26 20:41:13,1.1400000000000006,3.29,7.49
2025-02-26 20:51:13,1.1800000000000006,3.16,7.5
2025-02-26 21:01:13,1.2100000000000006,3.02,7.5
2025-02-26 21:11:13,1.2300000000000006,2.88,7.5
2025-02-26 21:21:13,1.2600000000000007,2.73,7.5
2025-02-26 21:31:13,1.2700000000000007,2.58,7.5
2025-02-26 21:41:13,1.2900000000000007,2.43,7.49
2025-02-26 21:51:13,1.3300000000000007,2.29,7.49
2025-02-26 22:01:13,1.3700000000000008,2.14,7.48
2025-02-26 22:11:13,1.3900000000000008,1.99,7.48
2025-02-26 22:21:13,1.4400000000000008,1.86,7.47
2025-02-26 22:31:13,1.4700000000000009,1.72,7.46
2025-02-26 22:41:13,1.510000000000001,1.6,7.45
2025-02-26 22:51:13,1.550000000000001,1.48,7.44
2025-02-26 23:01:13,1.590000000000001,1.38,7.43
2025-02-26 23:11:13,1.610000000000001,1.29,7.41
2025-02-26 23:21:13,1.650000000000001,1.2,7.4
2025-02-26 23:31:13,1.670000000000001,1.13,7.38
2025-02-26 23:41:13,1.690000000000001,1.08,7.36
2025-02-26 23:51:13,1.700000000000001,1.04,7.35
2025-02-27 00:01:13,1.730000000000001,1.01,7.33
2025-02-27 00:11:13,1.750000000000001,1.0,7.31
2025-02-27 00:21:13,1.7700000000000011,1.0,7.29
2025-02-27 00:31:13,1.7900000000000011,1.02,7.27
2025-02-27 00:41:13,1.8400000000000012,1.06,7.25
2025-02-27 00:51:13,1.8800000000000012,1.1,7.23
2025-02-27 01:01:13,1.9100000000000013,1.16,7.2
2025-02-27 01:11:13,1.9200000000000013,1.24,7.18
2025-02-27 01:21:13,1.9600000000000013,1.33,7.16
2025-02-27 01:31:13,1.9800000000000013,1.43,7.13
2025-02-27 01:41:13,2.010000000000001,1.54,7.11
2025-02-27 01:51:13,2.030000000000001,1.66,7.08
2025-02-27 02:01:13,2.070000000000001,1.78,7.06
2025-02-27 02:11:13,2.090000000000001,1.92,7.03
2025-02-27 02:21:13,2.1300000000000012,2.06,7.01
2025-02-27 02:31:13,2.180000000000001,2.21,6.98
2025-02-27 02:41:13,2.210000000000001,2.35,6.96
2025-02-27 02:51:13,2.2400000000000007,2.5,6.93
2025-02-27 03:01:13,2.2900000000000005,2.65,6.91
2025-02-27 03:11:13,2.3200000000000003,2.8,6.89
2025-02-27 03:21:13,2.3600000000000003,2.95,6.86
2025-02-27 03:31:13,2.4000000000000004,3.09,6.84
2025-02-27 03:41:13,2.4200000000000004,3.22,6.81
2025-02-27 03:51:13,2.4600000000000004,3.35,6.79
2025-02-27 04:01:13,2.5100000000000002,3.47,6.77
2025-02-27 04:11:13,2.5300000000000002,3.58,6.75
2025-02-27 04:21:13,2.54,3.68,6.73
2025-02-27 04:31:13,2.56,3.76,6.7
2025-02-27 04:41:13,2.58,3.84,6.68
2025-02-27 04:51:13,2.6,3.9,6.67
2025-02-27 05:01:13,2.63,3.95,6.65
2025-02-27 05:11:13,2.65,3.98,6.63
2025-02-27 05:21:13,2.67,4.0,6.61
2025-02-27 05:31:13,2.7199999999999998,4.0,6.6
2025-02-27 05:41:13,2.7699999999999996,3.99,6.58
2025-02-27 05:51:13,2.7899999999999996,3.96,6.57
2025-02-27 06:01:13,2.8099999999999996,3.92,6.56
2025-02-27 06:11:13,2.8299999999999996,3.86,6.55
2025-02-27 06:21:13,2.8699999999999997,3.79,6.54
2025-02-27 06:31:13,2.8999999999999995,3.71,6.53
2025-02-27 06:41:13,2.9499999999999993,3.62,6.52
2025-02-27 06:51:13,2.9899999999999993,3.51,6.51
2025-02-27 07:01:13,3.019999999999999,3.4,6.51
2025-02-27 07:11:13,3.049999999999999,3.27,6.5
2025-02-27 07:21:13,3.0599999999999987,3.14,6.5
2025-02-27 07:31:13,3.0699999999999985,3.0,6.5
2025-02-27 07:41:13,3.0999999999999983,2.86,6.5
2025-02-27 07:51:13,3.1399999999999983,2.71,6.5
2025-02-27 08:01:13,3.189999999999998,2.56,6.5
2025-02-27 08:11:13,3.209999999999998,2.41,6.51
2025-02-27 08:21:13,3.2499999999999982,2.26,6.51
2025-02-27 08:31:13,3.279999999999998,2.11,6.52
2025-02-27 08:41:13,3.319999999999998,1.97,6.52
2025-02-27 08:51:13,3.349999999999998,1.83,6.53
2025-02-27 09:01:13,3.389999999999998,1.7,6.54
2025-02-27 09:11:13,3.4199999999999977,1.58,6.55
2025-02-27 09:21:13,3.4499999999999975,1.47,6.56
2025-02-27 09:31:13,3.4999999999999973,1.36,6.58
2025-02-27 09:41:13,3.549999999999997,1.27,6.59
2025-02-27 09:51:13,3.569999999999997,1.19,6.61
2025-02-27 10:01:13,3.579999999999997,1.12,6.62
2025-02-27 10:11:13,3.6099999999999968,1.07,6.64
